recording_id,speaker,audio_path,y_true,n_segments,split,PC1,PC2,class_name
sp0925__Lab41-SRI-VOiCES-src-sp0925-ch008141-sg0001,sp0925,VOiCES_devkit\source-16k\sp0925\Lab41-SRI-VOiCES-src-sp0925-ch008141-sg0001.wav,0,6,train,0.54272026,0.10802147,not_allow
sp0948__Lab41-SRI-VOiCES-src-sp0948-ch132710-sg0002,sp0948,VOiCES_devkit\source-16k\sp0948\Lab41-SRI-VOiCES-src-sp0948-ch132710-sg0002.wav,0,5,train,0.67092437,0.030335665,not_allow
sp0948__Lab41-SRI-VOiCES-src-sp0948-ch132710-sg0034,sp0948,VOiCES_devkit\source-16k\sp0948\Lab41-SRI-VOiCES-src-sp0948-ch132710-sg0034.wav,0,6,train,0.62486804,-0.01645416,not_allow
sp1025__Lab41-SRI-VOiCES-src-sp1025-ch092814-sg0002,sp1025,VOiCES_devkit\source-16k\sp1025\Lab41-SRI-VOiCES-src-sp1025-ch092814-sg0002.wav,0,6,train,-0.048190244,0.25906837,not_allow
sp1025__Lab41-SRI-VOiCES-src-sp1025-ch092814-sg0024,sp1025,VOiCES_devkit\source-16k\sp1025\Lab41-SRI-VOiCES-src-sp1025-ch092814-sg0024.wav,0,6,train,0.2749948,0.20144442,not_allow
sp1050__Lab41-SRI-VOiCES-src-sp1050-ch134120-sg0040,sp1050,VOiCES_devkit\source-16k\sp1050\Lab41-SRI-VOiCES-src-sp1050-ch134120-sg0040.wav,0,6,train,-0.108534485,0.29825723,not_allow
sp1050__Lab41-SRI-VOiCES-src-sp1050-ch134121-sg0013,sp1050,VOiCES_devkit\source-16k\sp1050\Lab41-SRI-VOiCES-src-sp1050-ch134121-sg0013.wav,0,5,train,0.5796724,0.08833632,not_allow
sp1052__Lab41-SRI-VOiCES-src-sp1052-ch139307-sg0006,sp1052,VOiCES_devkit\source-16k\sp1052\Lab41-SRI-VOiCES-src-sp1052-ch139307-sg0006.wav,0,6,train,0.6391713,-0.05668749,not_allow
sp1052__Lab41-SRI-VOiCES-src-sp1052-ch139308-sg0045,sp1052,VOiCES_devkit\source-16k\sp1052\Lab41-SRI-VOiCES-src-sp1052-ch139308-sg0045.wav,0,6,train,0.6569805,-0.07155317,not_allow
sp1066__Lab41-SRI-VOiCES-src-sp1066-ch005330-sg0005,sp1066,VOiCES_devkit\source-16k\sp1066\Lab41-SRI-VOiCES-src-sp1066-ch005330-sg0005.wav,0,6,train,0.65139246,-0.08308929,not_allow
sp1066__Lab41-SRI-VOiCES-src-sp1066-ch005330-sg0035,sp1066,VOiCES_devkit\source-16k\sp1066\Lab41-SRI-VOiCES-src-sp1066-ch005330-sg0035.wav,0,6,train,0.686031,-0.11849004,not_allow
sp1112__Lab41-SRI-VOiCES-src-sp1112-ch001043-sg0006,sp1112,VOiCES_devkit\source-16k\sp1112\Lab41-SRI-VOiCES-src-sp1112-ch001043-sg0006.wav,0,7,train,0.59543294,0.024564058,not_allow
sp1112__Lab41-SRI-VOiCES-src-sp1112-ch128136-sg0026,sp1112,VOiCES_devkit\source-16k\sp1112\Lab41-SRI-VOiCES-src-sp1112-ch128136-sg0026.wav,0,6,train,0.58265376,-0.025252223,not_allow
sp1116__Lab41-SRI-VOiCES-src-sp1116-ch137572-sg0003,sp1116,VOiCES_devkit\source-16k\sp1116\Lab41-SRI-VOiCES-src-sp1116-ch137572-sg0003.wav,0,6,train,0.47690585,-0.03808248,not_allow
sp1116__Lab41-SRI-VOiCES-src-sp1116-ch137572-sg0048,sp1116,VOiCES_devkit\source-16k\sp1116\Lab41-SRI-VOiCES-src-sp1116-ch137572-sg0048.wav,0,6,train,0.63653135,-0.12346698,not_allow
sp1121__Lab41-SRI-VOiCES-src-sp1121-ch132777-sg0000,sp1121,VOiCES_devkit\source-16k\sp1121\Lab41-SRI-VOiCES-src-sp1121-ch132777-sg0000.wav,0,6,train,0.6740213,-0.11506818,not_allow
sp1121__Lab41-SRI-VOiCES-src-sp1121-ch135824-sg0019,sp1121,VOiCES_devkit\source-16k\sp1121\Lab41-SRI-VOiCES-src-sp1121-ch135824-sg0019.wav,0,6,train,0.67234993,-0.076145425,not_allow
sp1160__Lab41-SRI-VOiCES-src-sp1160-ch134674-sg0012,sp1160,VOiCES_devkit\source-16k\sp1160\Lab41-SRI-VOiCES-src-sp1160-ch134674-sg0012.wav,0,5,train,0.14427015,0.18586537,not_allow
sp1160__Lab41-SRI-VOiCES-src-sp1160-ch139730-sg0001,sp1160,VOiCES_devkit\source-16k\sp1160\Lab41-SRI-VOiCES-src-sp1160-ch139730-sg0001.wav,0,5,train,0.34156123,0.04238102,not_allow
sp1235__Lab41-SRI-VOiCES-src-sp1235-ch135884-sg0009,sp1235,VOiCES_devkit\source-16k\sp1235\Lab41-SRI-VOiCES-src-sp1235-ch135884-sg0009.wav,0,6,train,0.5479953,0.06240192,not_allow
sp1235__Lab41-SRI-VOiCES-src-sp1235-ch135887-sg0026,sp1235,VOiCES_devkit\source-16k\sp1235\Lab41-SRI-VOiCES-src-sp1235-ch135887-sg0026.wav,0,6,train,0.5996411,0.0041534305,not_allow
sp1263__Lab41-SRI-VOiCES-src-sp1263-ch139804-sg0021,sp1263,VOiCES_devkit\source-16k\sp1263\Lab41-SRI-VOiCES-src-sp1263-ch139804-sg0021.wav,0,6,train,0.57981294,-0.014417917,not_allow
sp1263__Lab41-SRI-VOiCES-src-sp1263-ch139804-sg0023,sp1263,VOiCES_devkit\source-16k\sp1263\Lab41-SRI-VOiCES-src-sp1263-ch139804-sg0023.wav,0,6,train,0.36390665,0.07170859,not_allow
sp1271__Lab41-SRI-VOiCES-src-sp1271-ch128145-sg0002,sp1271,VOiCES_devkit\source-16k\sp1271\Lab41-SRI-VOiCES-src-sp1271-ch128145-sg0002.wav,0,6,train,0.4886791,-0.08533494,not_allow
sp1271__Lab41-SRI-VOiCES-src-sp1271-ch136861-sg0001,sp1271,VOiCES_devkit\source-16k\sp1271\Lab41-SRI-VOiCES-src-sp1271-ch136861-sg0001.wav,0,6,train,0.36697677,-0.05571191,not_allow
sp1272__Lab41-SRI-VOiCES-src-sp1272-ch135031-sg0000,sp1272,VOiCES_devkit\source-16k\sp1272\Lab41-SRI-VOiCES-src-sp1272-ch135031-sg0000.wav,0,4,train,0.5639539,0.060465276,not_allow
sp1272__Lab41-SRI-VOiCES-src-sp1272-ch135031-sg0001,sp1272,VOiCES_devkit\source-16k\sp1272\Lab41-SRI-VOiCES-src-sp1272-ch135031-sg0001.wav,0,4,train,0.40165675,0.024168253,not_allow
sp1335__Lab41-SRI-VOiCES-src-sp1335-ch027593-sg0000,sp1335,VOiCES_devkit\source-16k\sp1335\Lab41-SRI-VOiCES-src-sp1335-ch027593-sg0000.wav,0,5,train,0.7146774,-0.116147846,not_allow
sp1335__Lab41-SRI-VOiCES-src-sp1335-ch163935-sg0018,sp1335,VOiCES_devkit\source-16k\sp1335\Lab41-SRI-VOiCES-src-sp1335-ch163935-sg0018.wav,0,6,train,-0.05318733,0.1502538,not_allow
sp1379__Lab41-SRI-VOiCES-src-sp1379-ch130529-sg0020,sp1379,VOiCES_devkit\source-16k\sp1379\Lab41-SRI-VOiCES-src-sp1379-ch130529-sg0020.wav,0,5,train,0.664368,-0.0040411055,not_allow
sp1379__Lab41-SRI-VOiCES-src-sp1379-ch130530-sg0013,sp1379,VOiCES_devkit\source-16k\sp1379\Lab41-SRI-VOiCES-src-sp1379-ch130530-sg0013.wav,0,5,train,0.72673017,-0.058243066,not_allow
sp1390__Lab41-SRI-VOiCES-src-sp1390-ch130493-sg0016,sp1390,VOiCES_devkit\source-16k\sp1390\Lab41-SRI-VOiCES-src-sp1390-ch130493-sg0016.wav,0,6,train,0.060115,0.31830198,not_allow
sp1390__Lab41-SRI-VOiCES-src-sp1390-ch130494-sg0008,sp1390,VOiCES_devkit\source-16k\sp1390\Lab41-SRI-VOiCES-src-sp1390-ch130494-sg0008.wav,0,6,train,0.09473811,0.19370136,not_allow
sp1392__Lab41-SRI-VOiCES-src-sp1392-ch128226-sg0016,sp1392,VOiCES_devkit\source-16k\sp1392\Lab41-SRI-VOiCES-src-sp1392-ch128226-sg0016.wav,0,6,train,0.601755,-0.19780022,not_allow
sp1392__Lab41-SRI-VOiCES-src-sp1392-ch135654-sg0002,sp1392,VOiCES_devkit\source-16k\sp1392\Lab41-SRI-VOiCES-src-sp1392-ch135654-sg0002.wav,0,6,train,0.6460245,-0.11524075,not_allow
sp1417__Lab41-SRI-VOiCES-src-sp1417-ch001532-sg0039,sp1417,VOiCES_devkit\source-16k\sp1417\Lab41-SRI-VOiCES-src-sp1417-ch001532-sg0039.wav,0,5,train,0.6946354,-0.033964425,not_allow
sp1417__Lab41-SRI-VOiCES-src-sp1417-ch001536-sg0016,sp1417,VOiCES_devkit\source-16k\sp1417\Lab41-SRI-VOiCES-src-sp1417-ch001536-sg0016.wav,0,6,train,0.583743,-0.012729138,not_allow
sp1447__Lab41-SRI-VOiCES-src-sp1447-ch130550-sg0026,sp1447,VOiCES_devkit\source-16k\sp1447\Lab41-SRI-VOiCES-src-sp1447-ch130550-sg0026.wav,0,1,train,0.63431233,0.17775601,not_allow
sp1447__Lab41-SRI-VOiCES-src-sp1447-ch130551-sg0027,sp1447,VOiCES_devkit\source-16k\sp1447\Lab41-SRI-VOiCES-src-sp1447-ch130551-sg0027.wav,0,6,train,0.5286331,0.034169257,not_allow
sp1456__Lab41-SRI-VOiCES-src-sp1456-ch130553-sg0010,sp1456,VOiCES_devkit\source-16k\sp1456\Lab41-SRI-VOiCES-src-sp1456-ch130553-sg0010.wav,0,5,train,0.13799557,0.17296356,not_allow
sp1456__Lab41-SRI-VOiCES-src-sp1456-ch139733-sg0006,sp1456,VOiCES_devkit\source-16k\sp1456\Lab41-SRI-VOiCES-src-sp1456-ch139733-sg0006.wav,0,6,train,0.54739636,0.021755964,not_allow
sp1536__Lab41-SRI-VOiCES-src-sp1536-ch137608-sg0013,sp1536,VOiCES_devkit\source-16k\sp1536\Lab41-SRI-VOiCES-src-sp1536-ch137608-sg0013.wav,0,6,train,0.35931215,0.1569832,not_allow
sp1536__Lab41-SRI-VOiCES-src-sp1536-ch138488-sg0025,sp1536,VOiCES_devkit\source-16k\sp1536\Lab41-SRI-VOiCES-src-sp1536-ch138488-sg0025.wav,0,6,train,0.3637118,0.16395703,not_allow
sp1607__Lab41-SRI-VOiCES-src-sp1607-ch134636-sg0034,sp1607,VOiCES_devkit\source-16k\sp1607\Lab41-SRI-VOiCES-src-sp1607-ch134636-sg0034.wav,0,6,train,0.38098732,0.16830602,not_allow
sp1607__Lab41-SRI-VOiCES-src-sp1607-ch149245-sg0016,sp1607,VOiCES_devkit\source-16k\sp1607\Lab41-SRI-VOiCES-src-sp1607-ch149245-sg0016.wav,0,6,train,-0.05623027,0.19194654,not_allow
sp1737__Lab41-SRI-VOiCES-src-sp1737-ch146161-sg0002,sp1737,VOiCES_devkit\source-16k\sp1737\Lab41-SRI-VOiCES-src-sp1737-ch146161-sg0002.wav,0,6,train,0.6340221,-0.15755506,not_allow
sp1737__Lab41-SRI-VOiCES-src-sp1737-ch148989-sg0004,sp1737,VOiCES_devkit\source-16k\sp1737\Lab41-SRI-VOiCES-src-sp1737-ch148989-sg0004.wav,0,6,train,0.7065205,-0.112468064,not_allow
sp1841__Lab41-SRI-VOiCES-src-sp1841-ch150351-sg0015,sp1841,VOiCES_devkit\source-16k\sp1841\Lab41-SRI-VOiCES-src-sp1841-ch150351-sg0015.wav,0,6,train,0.6400376,-0.09383872,not_allow
sp1841__Lab41-SRI-VOiCES-src-sp1841-ch159771-sg0008,sp1841,VOiCES_devkit\source-16k\sp1841\Lab41-SRI-VOiCES-src-sp1841-ch159771-sg0008.wav,0,6,train,0.689535,-0.14291711,not_allow
sp1867__Lab41-SRI-VOiCES-src-sp1867-ch154071-sg0017,sp1867,VOiCES_devkit\source-16k\sp1867\Lab41-SRI-VOiCES-src-sp1867-ch154071-sg0017.wav,0,6,train,0.47919938,0.06849697,not_allow
sp1867__Lab41-SRI-VOiCES-src-sp1867-ch154075-sg0028,sp1867,VOiCES_devkit\source-16k\sp1867\Lab41-SRI-VOiCES-src-sp1867-ch154075-sg0028.wav,0,6,train,0.6837039,-0.04790671,not_allow
sp1874__Lab41-SRI-VOiCES-src-sp1874-ch143361-sg0038,sp1874,VOiCES_devkit\source-16k\sp1874\Lab41-SRI-VOiCES-src-sp1874-ch143361-sg0038.wav,0,5,train,0.5531611,0.0069456995,not_allow
sp1874__Lab41-SRI-VOiCES-src-sp1874-ch165702-sg0013,sp1874,VOiCES_devkit\source-16k\sp1874\Lab41-SRI-VOiCES-src-sp1874-ch165702-sg0013.wav,0,5,train,0.16720185,0.140865,not_allow
sp1898__Lab41-SRI-VOiCES-src-sp1898-ch145702-sg0001,sp1898,VOiCES_devkit\source-16k\sp1898\Lab41-SRI-VOiCES-src-sp1898-ch145702-sg0001.wav,0,5,train,0.47516352,0.17369437,not_allow
sp1898__Lab41-SRI-VOiCES-src-sp1898-ch145702-sg0011,sp1898,VOiCES_devkit\source-16k\sp1898\Lab41-SRI-VOiCES-src-sp1898-ch145702-sg0011.wav,0,5,train,0.19576117,0.21430606,not_allow
sp1963__Lab41-SRI-VOiCES-src-sp1963-ch142393-sg0011,sp1963,VOiCES_devkit\source-16k\sp1963\Lab41-SRI-VOiCES-src-sp1963-ch142393-sg0011.wav,0,6,train,0.5581113,0.017904937,not_allow
sp1963__Lab41-SRI-VOiCES-src-sp1963-ch147036-sg0026,sp1963,VOiCES_devkit\source-16k\sp1963\Lab41-SRI-VOiCES-src-sp1963-ch147036-sg0026.wav,0,6,train,0.47984278,0.16310698,not_allow
sp1970__Lab41-SRI-VOiCES-src-sp1970-ch010594-sg0035,sp1970,VOiCES_devkit\source-16k\sp1970\Lab41-SRI-VOiCES-src-sp1970-ch010594-sg0035.wav,0,6,train,0.53314763,-0.006874144,not_allow
sp1970__Lab41-SRI-VOiCES-src-sp1970-ch026100-sg0005,sp1970,VOiCES_devkit\source-16k\sp1970\Lab41-SRI-VOiCES-src-sp1970-ch026100-sg0005.wav,0,6,train,0.51947856,0.028899014,not_allow
sp2035__Lab41-SRI-VOiCES-src-sp2035-ch147960-sg0010,sp2035,VOiCES_devkit\source-16k\sp2035\Lab41-SRI-VOiCES-src-sp2035-ch147960-sg0010.wav,0,3,train,0.71067816,-0.024220586,not_allow
sp2035__Lab41-SRI-VOiCES-src-sp2035-ch147961-sg0002,sp2035,VOiCES_devkit\source-16k\sp2035\Lab41-SRI-VOiCES-src-sp2035-ch147961-sg0002.wav,0,2,train,0.6263731,0.080928445,not_allow
sp2060__Lab41-SRI-VOiCES-src-sp2060-ch150855-sg0011,sp2060,VOiCES_devkit\source-16k\sp2060\Lab41-SRI-VOiCES-src-sp2060-ch150855-sg0011.wav,0,6,train,0.63170195,-0.09162448,not_allow
sp2060__Lab41-SRI-VOiCES-src-sp2060-ch150855-sg0019,sp2060,VOiCES_devkit\source-16k\sp2060\Lab41-SRI-VOiCES-src-sp2060-ch150855-sg0019.wav,0,6,train,0.59340566,0.044013917,not_allow
sp2093__Lab41-SRI-VOiCES-src-sp2093-ch143264-sg0031,sp2093,VOiCES_devkit\source-16k\sp2093\Lab41-SRI-VOiCES-src-sp2093-ch143264-sg0031.wav,0,5,train,0.5961408,-0.01957053,not_allow
sp2093__Lab41-SRI-VOiCES-src-sp2093-ch143264-sg0036,sp2093,VOiCES_devkit\source-16k\sp2093\Lab41-SRI-VOiCES-src-sp2093-ch143264-sg0036.wav,0,6,train,0.37552017,0.054187983,not_allow
sp2149__Lab41-SRI-VOiCES-src-sp2149-ch007239-sg0005,sp2149,VOiCES_devkit\source-16k\sp2149\Lab41-SRI-VOiCES-src-sp2149-ch007239-sg0005.wav,0,3,train,0.51731443,0.09655297,not_allow
sp2149__Lab41-SRI-VOiCES-src-sp2149-ch036146-sg0016,sp2149,VOiCES_devkit\source-16k\sp2149\Lab41-SRI-VOiCES-src-sp2149-ch036146-sg0016.wav,0,6,train,0.61379856,0.063226104,not_allow
sp2156__Lab41-SRI-VOiCES-src-sp2156-ch017942-sg0029,sp2156,VOiCES_devkit\source-16k\sp2156\Lab41-SRI-VOiCES-src-sp2156-ch017942-sg0029.wav,0,5,train,0.58784914,0.0122593045,not_allow
sp2156__Lab41-SRI-VOiCES-src-sp2156-ch025563-sg0005,sp2156,VOiCES_devkit\source-16k\sp2156\Lab41-SRI-VOiCES-src-sp2156-ch025563-sg0005.wav,0,6,train,0.6204065,-0.16563576,not_allow
sp2182__Lab41-SRI-VOiCES-src-sp2182-ch181173-sg0033,sp2182,VOiCES_devkit\source-16k\sp2182\Lab41-SRI-VOiCES-src-sp2182-ch181173-sg0033.wav,0,6,train,0.7045494,-0.20666194,not_allow
sp2182__Lab41-SRI-VOiCES-src-sp2182-ch181183-sg0016,sp2182,VOiCES_devkit\source-16k\sp2182\Lab41-SRI-VOiCES-src-sp2182-ch181183-sg0016.wav,0,6,train,0.6682402,-0.25846884,not_allow
sp2196__Lab41-SRI-VOiCES-src-sp2196-ch170151-sg0020,sp2196,VOiCES_devkit\source-16k\sp2196\Lab41-SRI-VOiCES-src-sp2196-ch170151-sg0020.wav,0,6,train,0.5715484,0.04343453,not_allow
sp2196__Lab41-SRI-VOiCES-src-sp2196-ch174172-sg0037,sp2196,VOiCES_devkit\source-16k\sp2196\Lab41-SRI-VOiCES-src-sp2196-ch174172-sg0037.wav,0,5,train,0.57046914,0.1033718,not_allow
sp2230__Lab41-SRI-VOiCES-src-sp2230-ch132101-sg0032,sp2230,VOiCES_devkit\source-16k\sp2230\Lab41-SRI-VOiCES-src-sp2230-ch132101-sg0032.wav,0,6,train,0.6829042,-0.1626515,not_allow
sp2230__Lab41-SRI-VOiCES-src-sp2230-ch148550-sg0007,sp2230,VOiCES_devkit\source-16k\sp2230\Lab41-SRI-VOiCES-src-sp2230-ch148550-sg0007.wav,0,6,train,0.5651249,-0.20903018,not_allow
sp2285__Lab41-SRI-VOiCES-src-sp2285-ch163380-sg0034,sp2285,VOiCES_devkit\source-16k\sp2285\Lab41-SRI-VOiCES-src-sp2285-ch163380-sg0034.wav,0,6,train,0.6480311,-0.0070615113,not_allow
sp2285__Lab41-SRI-VOiCES-src-sp2285-ch163381-sg0002,sp2285,VOiCES_devkit\source-16k\sp2285\Lab41-SRI-VOiCES-src-sp2285-ch163381-sg0002.wav,0,5,train,0.62302744,0.12454569,not_allow
sp2289__Lab41-SRI-VOiCES-src-sp2289-ch152257-sg0001,sp2289,VOiCES_devkit\source-16k\sp2289\Lab41-SRI-VOiCES-src-sp2289-ch152257-sg0001.wav,0,6,train,0.2386756,0.09092325,not_allow
sp2289__Lab41-SRI-VOiCES-src-sp2289-ch152257-sg0026,sp2289,VOiCES_devkit\source-16k\sp2289\Lab41-SRI-VOiCES-src-sp2289-ch152257-sg0026.wav,0,6,train,0.58685756,-0.057433188,not_allow
sp2294__Lab41-SRI-VOiCES-src-sp2294-ch161707-sg0011,sp2294,VOiCES_devkit\source-16k\sp2294\Lab41-SRI-VOiCES-src-sp2294-ch161707-sg0011.wav,0,5,train,0.5830134,0.039978236,not_allow
sp2294__Lab41-SRI-VOiCES-src-sp2294-ch161707-sg0041,sp2294,VOiCES_devkit\source-16k\sp2294\Lab41-SRI-VOiCES-src-sp2294-ch161707-sg0041.wav,0,6,train,0.6142611,-0.09140131,not_allow
sp2388__Lab41-SRI-VOiCES-src-sp2388-ch153731-sg0009,sp2388,VOiCES_devkit\source-16k\sp2388\Lab41-SRI-VOiCES-src-sp2388-ch153731-sg0009.wav,0,6,train,0.62759066,-0.10677786,not_allow
sp2388__Lab41-SRI-VOiCES-src-sp2388-ch153733-sg0006,sp2388,VOiCES_devkit\source-16k\sp2388\Lab41-SRI-VOiCES-src-sp2388-ch153733-sg0006.wav,0,6,train,0.63043356,-0.15122697,not_allow
sp2481__Lab41-SRI-VOiCES-src-sp2481-ch012731-sg0002,sp2481,VOiCES_devkit\source-16k\sp2481\Lab41-SRI-VOiCES-src-sp2481-ch012731-sg0002.wav,0,6,train,0.67056656,-0.078361556,not_allow
sp2481__Lab41-SRI-VOiCES-src-sp2481-ch156738-sg0011,sp2481,VOiCES_devkit\source-16k\sp2481\Lab41-SRI-VOiCES-src-sp2481-ch156738-sg0011.wav,0,6,train,0.658171,-0.09779705,not_allow
sp2531__Lab41-SRI-VOiCES-src-sp2531-ch156720-sg0005,sp2531,VOiCES_devkit\source-16k\sp2531\Lab41-SRI-VOiCES-src-sp2531-ch156720-sg0005.wav,0,6,train,0.53863734,0.05892241,not_allow
sp2531__Lab41-SRI-VOiCES-src-sp2531-ch156720-sg0022,sp2531,VOiCES_devkit\source-16k\sp2531\Lab41-SRI-VOiCES-src-sp2531-ch156720-sg0022.wav,0,5,train,0.6722226,0.030427456,not_allow
sp2573__Lab41-SRI-VOiCES-src-sp2573-ch178450-sg0006,sp2573,VOiCES_devkit\source-16k\sp2573\Lab41-SRI-VOiCES-src-sp2573-ch178450-sg0006.wav,0,6,train,0.71261024,-0.1225851,not_allow
sp2573__Lab41-SRI-VOiCES-src-sp2573-ch178450-sg0027,sp2573,VOiCES_devkit\source-16k\sp2573\Lab41-SRI-VOiCES-src-sp2573-ch178450-sg0027.wav,0,6,train,0.69807535,-0.08713566,not_allow
sp2628__Lab41-SRI-VOiCES-src-sp2628-ch109663-sg0023,sp2628,VOiCES_devkit\source-16k\sp2628\Lab41-SRI-VOiCES-src-sp2628-ch109663-sg0023.wav,0,6,train,0.69241595,-0.059534907,not_allow
sp2628__Lab41-SRI-VOiCES-src-sp2628-ch153964-sg0013,sp2628,VOiCES_devkit\source-16k\sp2628\Lab41-SRI-VOiCES-src-sp2628-ch153964-sg0013.wav,0,6,train,0.61602765,-0.046938702,not_allow
sp2691__Lab41-SRI-VOiCES-src-sp2691-ch156755-sg0027,sp2691,VOiCES_devkit\source-16k\sp2691\Lab41-SRI-VOiCES-src-sp2691-ch156755-sg0027.wav,0,6,train,0.5987212,0.031491846,not_allow
sp2691__Lab41-SRI-VOiCES-src-sp2691-ch156755-sg0030,sp2691,VOiCES_devkit\source-16k\sp2691\Lab41-SRI-VOiCES-src-sp2691-ch156755-sg0030.wav,0,6,train,0.5901042,-0.010279328,not_allow
sp2758__Lab41-SRI-VOiCES-src-sp2758-ch086039-sg0012,sp2758,VOiCES_devkit\source-16k\sp2758\Lab41-SRI-VOiCES-src-sp2758-ch086039-sg0012.wav,0,6,train,0.63564754,-0.08544998,not_allow
sp2758__Lab41-SRI-VOiCES-src-sp2758-ch086588-sg0029,sp2758,VOiCES_devkit\source-16k\sp2758\Lab41-SRI-VOiCES-src-sp2758-ch086588-sg0029.wav,0,6,train,0.55354255,-0.1792536,not_allow
sp2769__Lab41-SRI-VOiCES-src-sp2769-ch176263-sg0028,sp2769,VOiCES_devkit\source-16k\sp2769\Lab41-SRI-VOiCES-src-sp2769-ch176263-sg0028.wav,0,6,train,0.2769066,0.028362602,not_allow
sp2769__Lab41-SRI-VOiCES-src-sp2769-ch176263-sg0031,sp2769,VOiCES_devkit\source-16k\sp2769\Lab41-SRI-VOiCES-src-sp2769-ch176263-sg0031.wav,0,6,train,0.58259463,-0.09765044,not_allow
sp2775__Lab41-SRI-VOiCES-src-sp2775-ch160958-sg0027,sp2775,VOiCES_devkit\source-16k\sp2775\Lab41-SRI-VOiCES-src-sp2775-ch160958-sg0027.wav,0,6,train,0.67059106,-0.14084232,not_allow
sp2775__Lab41-SRI-VOiCES-src-sp2775-ch160958-sg0032,sp2775,VOiCES_devkit\source-16k\sp2775\Lab41-SRI-VOiCES-src-sp2775-ch160958-sg0032.wav,0,6,train,0.6795487,-0.13763273,not_allow
sp2803__Lab41-SRI-VOiCES-src-sp2803-ch154320-sg0003,sp2803,VOiCES_devkit\source-16k\sp2803\Lab41-SRI-VOiCES-src-sp2803-ch154320-sg0003.wav,0,2,train,0.70640594,-0.028850287,not_allow
sp2803__Lab41-SRI-VOiCES-src-sp2803-ch154328-sg0018,sp2803,VOiCES_devkit\source-16k\sp2803\Lab41-SRI-VOiCES-src-sp2803-ch154328-sg0018.wav,0,6,train,0.51159126,0.019903421,not_allow
sp3070__Lab41-SRI-VOiCES-src-sp3070-ch166421-sg0007,sp3070,VOiCES_devkit\source-16k\sp3070\Lab41-SRI-VOiCES-src-sp3070-ch166421-sg0007.wav,0,6,train,0.1216017,0.097617656,not_allow
sp3070__Lab41-SRI-VOiCES-src-sp3070-ch166423-sg0042,sp3070,VOiCES_devkit\source-16k\sp3070\Lab41-SRI-VOiCES-src-sp3070-ch166423-sg0042.wav,0,6,train,0.5423029,0.09019297,not_allow
sp3214__Lab41-SRI-VOiCES-src-sp3214-ch167607-sg0001,sp3214,VOiCES_devkit\source-16k\sp3214\Lab41-SRI-VOiCES-src-sp3214-ch167607-sg0001.wav,0,6,train,0.059830245,0.16625792,not_allow
sp3214__Lab41-SRI-VOiCES-src-sp3214-ch167607-sg0012,sp3214,VOiCES_devkit\source-16k\sp3214\Lab41-SRI-VOiCES-src-sp3214-ch167607-sg0012.wav,0,6,train,0.6243408,0.018271118,not_allow
sp3368__Lab41-SRI-VOiCES-src-sp3368-ch170951-sg0019,sp3368,VOiCES_devkit\source-16k\sp3368\Lab41-SRI-VOiCES-src-sp3368-ch170951-sg0019.wav,0,6,train,0.56612056,-0.07738796,not_allow
sp3368__Lab41-SRI-VOiCES-src-sp3368-ch170952-sg0027,sp3368,VOiCES_devkit\source-16k\sp3368\Lab41-SRI-VOiCES-src-sp3368-ch170952-sg0027.wav,0,5,train,0.5963575,-0.079232275,not_allow
sp3483__Lab41-SRI-VOiCES-src-sp3483-ch119637-sg0002,sp3483,VOiCES_devkit\source-16k\sp3483\Lab41-SRI-VOiCES-src-sp3483-ch119637-sg0002.wav,0,5,train,0.58124375,0.0644345,not_allow
sp3483__Lab41-SRI-VOiCES-src-sp3483-ch174132-sg0010,sp3483,VOiCES_devkit\source-16k\sp3483\Lab41-SRI-VOiCES-src-sp3483-ch174132-sg0010.wav,0,6,train,0.62988275,-0.15926254,not_allow
sp3546__Lab41-SRI-VOiCES-src-sp3546-ch009342-sg0009,sp3546,VOiCES_devkit\source-16k\sp3546\Lab41-SRI-VOiCES-src-sp3546-ch009342-sg0009.wav,0,6,train,0.062343743,0.27584863,not_allow
sp3546__Lab41-SRI-VOiCES-src-sp3546-ch175390-sg0022,sp3546,VOiCES_devkit\source-16k\sp3546\Lab41-SRI-VOiCES-src-sp3546-ch175390-sg0022.wav,0,6,train,0.03515561,0.10180655,not_allow
sp3549__Lab41-SRI-VOiCES-src-sp3549-ch008890-sg0014,sp3549,VOiCES_devkit\source-16k\sp3549\Lab41-SRI-VOiCES-src-sp3549-ch008890-sg0014.wav,0,6,train,0.5168841,0.033555627,not_allow
sp3549__Lab41-SRI-VOiCES-src-sp3549-ch171171-sg0001,sp3549,VOiCES_devkit\source-16k\sp3549\Lab41-SRI-VOiCES-src-sp3549-ch171171-sg0001.wav,0,5,train,0.24643254,0.31973433,not_allow
sp3645__Lab41-SRI-VOiCES-src-sp3645-ch077173-sg0025,sp3645,VOiCES_devkit\source-16k\sp3645\Lab41-SRI-VOiCES-src-sp3645-ch077173-sg0025.wav,0,6,train,0.28635752,0.08810726,not_allow
sp3645__Lab41-SRI-VOiCES-src-sp3645-ch186230-sg0008,sp3645,VOiCES_devkit\source-16k\sp3645\Lab41-SRI-VOiCES-src-sp3645-ch186230-sg0008.wav,0,5,train,0.5455923,0.12446344,not_allow
