mode,split,recording_id,speaker,class_name,score,threshold,signed_margin,predicted_label
prototype,train,p230__p230_018_mic1,p230,not_allow,0.6320858001708984,0.86,-0.22791419982910155,0
prototype,train,sp1898__Lab41-SRI-VOiCES-src-sp1898-ch145702-sg0011,sp1898,not_allow,0.6314733624458313,0.86,-0.2285266375541687,0
prototype,train,sp2289__Lab41-SRI-VOiCES-src-sp2289-ch152257-sg0001,sp2289,not_allow,0.6307415962219238,0.86,-0.22925840377807616,0
binary,train,p230__p230_046_mic1,p230,not_allow,0.3407394289970398,0.5700000000000001,-0.22926057100296027,0
binary,test,sp1226__Lab41-SRI-VOiCES-src-sp1226-ch141268-sg0016,sp1226,not_allow,0.340633736550808,0.5700000000000001,-0.2293662634491921,0
binary,valid,sp1961__Lab41-SRI-VOiCES-src-sp1961-ch149738-sg0023,sp1961,not_allow,0.3397687189280987,0.5700000000000001,-0.23023128107190138,0
binary,test,p232__p232_039_mic1,p232,allow,0.8007403612136841,0.5700000000000001,0.23074036121368402,1
prototype,train,p226__p226_149_mic1,p226,not_allow,0.6292429566383362,0.86,-0.2307570433616638,0
prototype,test,sp0248__Lab41-SRI-VOiCES-src-sp0248-ch130652-sg0018,sp0248,not_allow,0.6283808946609497,0.86,-0.23161910533905028,0
binary,train,p226__p226_103_mic1,p226,not_allow,0.33832547068595886,0.5700000000000001,-0.2316745293140412,0
binary,train,p228__p228_060_mic1,p228,allow,0.8021720051765442,0.5700000000000001,0.23217200517654413,1
binary,train,p231__p231_074_mic1,p231,allow,0.8029653429985046,0.5700000000000001,0.23296534299850458,1
prototype,train,p226__p226_013_mic1,p226,not_allow,0.6264212131500244,0.86,-0.23357878684997557,0
binary,train,p225__p225_354_mic1,p225,allow,0.8039295077323914,0.5700000000000001,0.2339295077323913,1
binary,train,p232__p232_037_mic1,p232,allow,0.8049391508102417,0.5700000000000001,0.23493915081024164,1
binary,valid,sp4014__Lab41-SRI-VOiCES-src-sp4014-ch186176-sg0015,sp4014,not_allow,0.33331501732269925,0.5700000000000001,-0.23668498267730081,0
binary,train,p225__p225_242_mic1,p225,allow,0.8072444200515747,0.5700000000000001,0.23724442005157464,1
prototype,train,p226__p226_138_mic1,p226,not_allow,0.622607946395874,0.86,-0.23739205360412596,0
binary,train,sp8855__Lab41-SRI-VOiCES-src-sp8855-ch302395-sg0007,sp8855,not_allow,0.3304903546348214,0.5700000000000001,-0.23950964536517866,0
binary,train,p230__p230_044_mic1,p230,not_allow,0.33011648058891296,0.5700000000000001,-0.2398835194110871,0
binary,train,p230__p230_020_mic1,p230,not_allow,0.32979863230139017,0.5700000000000001,-0.2402013676986099,0
binary,train,p232__p232_011_mic1,p232,allow,0.8103258013725281,0.5700000000000001,0.24032580137252801,1
prototype,test,sp2673__Lab41-SRI-VOiCES-src-sp2673-ch162129-sg0027,sp2673,not_allow,0.6187044382095337,0.86,-0.2412955617904663,0
binary,test,sp1383__Lab41-SRI-VOiCES-src-sp1383-ch130533-sg0004,sp1383,not_allow,0.32799944654107094,0.5700000000000001,-0.24200055345892912,0
binary,test,p231__p231_040_mic1,p231,allow,0.8131158947944641,0.5700000000000001,0.24311589479446405,1
binary,train,p225__p225_179_mic1,p225,allow,0.8136689066886902,0.5700000000000001,0.24366890668869012,1
binary,test,p225__p225_208_mic1,p225,allow,0.8140274286270142,0.5700000000000001,0.2440274286270141,1
prototype,train,p230__p230_056_mic1,p230,not_allow,0.6156299710273743,0.86,-0.24437002897262572,0
binary,train,p228__p228_061_mic1,p228,allow,0.8144722580909729,0.5700000000000001,0.24447225809097284,1
prototype,train,p226__p226_028_mic1,p226,not_allow,0.615363597869873,0.86,-0.24463640213012694,0
binary,train,p232__p232_021_mic1,p232,allow,0.8147629896799723,0.5700000000000001,0.24476298967997223,1
binary,train,p226__p226_125_mic1,p226,not_allow,0.3251672685146332,0.5700000000000001,-0.24483273148536688,0
binary,valid,p225__p225_210_mic1,p225,allow,0.8149082064628601,0.5700000000000001,0.24490820646286005,1
binary,train,p228__p228_044_mic1,p228,allow,0.8149771094322205,0.5700000000000001,0.2449771094322204,1
prototype,train,p226__p226_141_mic1,p226,not_allow,0.6140256524085999,0.86,-0.24597434759140013,0
prototype,test,sp7000__Lab41-SRI-VOiCES-src-sp7000-ch083696-sg0005,sp7000,not_allow,0.6134148836135864,0.86,-0.24658511638641356,0
binary,test,p228__p228_064_mic1,p228,allow,0.816642165184021,0.5700000000000001,0.24664216518402093,1
binary,train,sp1874__Lab41-SRI-VOiCES-src-sp1874-ch165702-sg0013,sp1874,not_allow,0.322548134624958,0.5700000000000001,-0.24745186537504205,0
binary,train,p225__p225_182_mic1,p225,allow,0.8177154660224915,0.5700000000000001,0.2477154660224914,1
binary,train,sp5319__Lab41-SRI-VOiCES-src-sp5319-ch064075-sg0017,sp5319,not_allow,0.3222571611404419,0.5700000000000001,-0.24774283885955817,0
binary,train,p228__p228_024_mic1,p228,allow,0.8180615305900574,0.5700000000000001,0.2480615305900573,1
prototype,train,sp4586__Lab41-SRI-VOiCES-src-sp4586-ch061776-sg0028,sp4586,not_allow,0.6116833686828613,0.86,-0.24831663131713866,0
binary,train,p232__p232_052_mic1,p232,allow,0.8185132741928101,0.5700000000000001,0.24851327419281,1
binary,train,p226__p226_149_mic1,p226,not_allow,0.32064273953437805,0.5700000000000001,-0.249357260465622,0
binary,train,p232__p232_024_mic1,p232,allow,0.8198043704032898,0.5700000000000001,0.24980437040328973,1
binary,train,p227__p227_061_mic1,p227,allow,0.8211342990398407,0.5700000000000001,0.25113429903984064,1
prototype,test,sp1383__Lab41-SRI-VOiCES-src-sp1383-ch130533-sg0004,sp1383,not_allow,0.6088629961013794,0.86,-0.2511370038986206,0
binary,test,p225__p225_329_mic1,p225,allow,0.8217577040195465,0.5700000000000001,0.25175770401954645,1
binary,valid,p231__p231_008_mic1,p231,allow,0.8217764496803284,0.5700000000000001,0.2517764496803283,1
binary,train,sp8575__Lab41-SRI-VOiCES-src-sp8575-ch290351-sg0001,sp8575,not_allow,0.31805973723530767,0.5700000000000001,-0.2519402627646924,0
binary,train,p227__p227_005_mic1,p227,allow,0.82194717725118,0.5700000000000001,0.25194717725118,1
binary,train,p226__p226_017_mic1,p226,not_allow,0.31780606508255005,0.5700000000000001,-0.25219393491745,0
binary,train,p226__p226_150_mic1,p226,not_allow,0.3177494704723358,0.5700000000000001,-0.25225052952766425,0
binary,train,p230__p230_059_mic1,p230,not_allow,0.31718164682388306,0.5700000000000001,-0.252818353176117,0
binary,test,p227__p227_071_mic1,p227,allow,0.8228631019592285,0.5700000000000001,0.25286310195922845,1
binary,valid,p231__p231_079_mic1,p231,allow,0.8229590654373169,0.5700000000000001,0.25295906543731683,1
prototype,train,sp6544__Lab41-SRI-VOiCES-src-sp6544-ch071420-sg0000,sp6544,not_allow,0.6059609651565552,0.86,-0.2540390348434448,0
binary,train,p228__p228_067_mic1,p228,allow,0.8247557878494263,0.5700000000000001,0.2547557878494262,1
binary,train,p226__p226_082_mic1,p226,not_allow,0.315113365650177,0.5700000000000001,-0.25488663434982306,0
binary,train,p225__p225_322_mic1,p225,allow,0.8249309659004211,0.5700000000000001,0.2549309659004211,1
binary,train,p228__p228_045_mic1,p228,allow,0.8258534073829651,0.5700000000000001,0.255853407382965,1
prototype,train,sp2769__Lab41-SRI-VOiCES-src-sp2769-ch176263-sg0028,sp2769,not_allow,0.6029255986213684,0.86,-0.2570744013786316,0
binary,valid,p227__p227_021_mic1,p227,allow,0.8271981179714203,0.5700000000000001,0.2571981179714202,1
prototype,train,sp5583__Lab41-SRI-VOiCES-src-sp5583-ch041259-sg0000,sp5583,not_allow,0.6020371913909912,0.86,-0.2579628086090088,0
binary,train,p225__p225_264_mic2,p225,allow,0.8282782435417175,0.5700000000000001,0.25827824354171747,1
prototype,test,sp1259__Lab41-SRI-VOiCES-src-sp1259-ch137770-sg0001,sp1259,not_allow,0.600906252861023,0.86,-0.25909374713897704,0
binary,train,sp5157__Lab41-SRI-VOiCES-src-sp5157-ch047237-sg0015,sp5157,not_allow,0.3099425546824932,0.5700000000000001,-0.26005744531750685,0
binary,train,sp5583__Lab41-SRI-VOiCES-src-sp5583-ch041259-sg0033,sp5583,not_allow,0.30816852355686325,0.5700000000000001,-0.2618314764431368,0
binary,test,p228__p228_005_mic1,p228,allow,0.8318931460380554,0.5700000000000001,0.26189314603805536,1
binary,train,p225__p225_224_mic1,p225,allow,0.8334418833255768,0.5700000000000001,0.2634418833255767,1
binary,train,p227__p227_031_mic1,p227,allow,0.833573579788208,0.5700000000000001,0.26357357978820795,1
prototype,train,p230__p230_059_mic1,p230,not_allow,0.5955864191055298,0.86,-0.2644135808944702,0
binary,train,p230__p230_018_mic1,p230,not_allow,0.3055605888366699,0.5700000000000001,-0.26443941116333014,0
prototype,train,sp6788__Lab41-SRI-VOiCES-src-sp6788-ch111574-sg0011,sp6788,not_allow,0.5941010117530823,0.86,-0.2658989882469177,0
binary,train,sp1025__Lab41-SRI-VOiCES-src-sp1025-ch092814-sg0024,sp1025,not_allow,0.3039791907649487,0.5700000000000001,-0.26602080923505134,0
binary,test,p232__p232_036_mic1,p232,allow,0.8370299935340881,0.5700000000000001,0.2670299935340881,1
binary,valid,p225__p225_007_mic1,p225,allow,0.837894469499588,0.5700000000000001,0.26789446949958795,1
binary,train,p226__p226_011_mic1,p226,not_allow,0.30183325707912445,0.5700000000000001,-0.2681667429208756,0
prototype,train,p230__p230_043_mic1,p230,not_allow,0.5908297896385193,0.86,-0.2691702103614807,0
binary,train,p225__p225_199_mic1,p225,allow,0.839479923248291,0.5700000000000001,0.26947992324829095,1
prototype,train,p226__p226_072_mic1,p226,not_allow,0.5903425216674805,0.86,-0.2696574783325195,0
prototype,train,sp3645__Lab41-SRI-VOiCES-src-sp3645-ch077173-sg0025,sp3645,not_allow,0.5902321338653564,0.86,-0.26976786613464354,0
prototype,train,sp7445__Lab41-SRI-VOiCES-src-sp7445-ch094526-sg0027,sp7445,not_allow,0.5898324251174927,0.86,-0.2701675748825073,0
binary,test,p231__p231_059_mic1,p231,allow,0.8402435183525085,0.5700000000000001,0.2702435183525085,1
prototype,valid,sp4010__Lab41-SRI-VOiCES-src-sp4010-ch010798-sg0014,sp4010,not_allow,0.58917236328125,0.86,-0.27082763671875,0
binary,test,p231__p231_014_mic1,p231,allow,0.8412830531597137,0.5700000000000001,0.2712830531597137,1
binary,train,p226__p226_130_mic1,p226,not_allow,0.29818060994148254,0.5700000000000001,-0.2718193900585175,0
binary,train,sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0023,sp0122,not_allow,0.29705270286649466,0.5700000000000001,-0.2729472971335054,0
binary,test,p225__p225_266_mic1,p225,allow,0.8431745767593384,0.5700000000000001,0.2731745767593383,1
binary,train,p226__p226_119_mic1,p226,not_allow,0.2963339686393738,0.5700000000000001,-0.2736660313606263,0
binary,test,sp0248__Lab41-SRI-VOiCES-src-sp0248-ch130652-sg0018,sp0248,not_allow,0.29543261354168254,0.5700000000000001,-0.2745673864583175,0
binary,train,p227__p227_058_mic1,p227,allow,0.8449697494506836,0.5700000000000001,0.27496974945068353,1
binary,train,sp4586__Lab41-SRI-VOiCES-src-sp4586-ch061776-sg0028,sp4586,not_allow,0.29455485846847296,0.5700000000000001,-0.2754451415315271,0
binary,train,p225__p225_280_mic1,p225,allow,0.8457971215248108,0.5700000000000001,0.27579712152481073,1
binary,train,p225__p225_293_mic1,p225,allow,0.845824122428894,0.5700000000000001,0.275824122428894,1
binary,test,p225__p225_355_mic1,p225,allow,0.8460762798786163,0.5700000000000001,0.27607627987861627,1
binary,test,sp7000__Lab41-SRI-VOiCES-src-sp7000-ch083696-sg0005,sp7000,not_allow,0.29345514221737784,0.5700000000000001,-0.2765448577826222,0
binary,test,p225__p225_177_mic1,p225,allow,0.8484935760498047,0.5700000000000001,0.2784935760498046,1
binary,train,p232__p232_034_mic1,p232,allow,0.8486302495002747,0.5700000000000001,0.2786302495002746,1
prototype,valid,sp8152__Lab41-SRI-VOiCES-src-sp8152-ch258993-sg0042,sp8152,not_allow,0.580406665802002,0.86,-0.27959333419799803,0
prototype,test,sp2532__Lab41-SRI-VOiCES-src-sp2532-ch157475-sg0013,sp2532,not_allow,0.5788190364837646,0.86,-0.28118096351623534,0
binary,test,p231__p231_009_mic1,p231,allow,0.8516463339328766,0.5700000000000001,0.2816463339328765,1
binary,train,p227__p227_045_mic1,p227,allow,0.851704478263855,0.5700000000000001,0.2817044782638549,1
prototype,train,sp1025__Lab41-SRI-VOiCES-src-sp1025-ch092814-sg0024,sp1025,not_allow,0.5774518251419067,0.86,-0.28254817485809325,0
binary,test,p225__p225_211_mic1,p225,allow,0.8527200818061829,0.5700000000000001,0.2827200818061828,1
prototype,train,sp5189__Lab41-SRI-VOiCES-src-sp5189-ch056574-sg0007,sp5189,not_allow,0.5761304497718811,0.86,-0.2838695502281189,0
binary,train,p232__p232_040_mic1,p232,allow,0.8540780544281006,0.5700000000000001,0.2840780544281005,1
prototype,train,p230__p230_057_mic1,p230,not_allow,0.5750982761383057,0.86,-0.2849017238616943,0
prototype,train,sp5338__Lab41-SRI-VOiCES-src-sp5338-ch284437-sg0020,sp5338,not_allow,0.5740607380867004,0.86,-0.28593926191329955,0
binary,train,p225__p225_253_mic1,p225,allow,0.8561837673187256,0.5700000000000001,0.2861837673187255,1
binary,train,p227__p227_036_mic1,p227,allow,0.8568476438522339,0.5700000000000001,0.2868476438522338,1
binary,test,sp1259__Lab41-SRI-VOiCES-src-sp1259-ch137770-sg0001,sp1259,not_allow,0.28306923527270555,0.5700000000000001,-0.2869307647272945,0
binary,train,p232__p232_008_mic1,p232,allow,0.8571081757545471,0.5700000000000001,0.28710817575454706,1
binary,train,p226__p226_069_mic1,p226,not_allow,0.2818188965320587,0.5700000000000001,-0.28818110346794135,0
binary,train,p226__p226_151_mic1,p226,not_allow,0.2816757559776306,0.5700000000000001,-0.28832424402236945,0
prototype,train,p226__p226_105_mic1,p226,not_allow,0.5713753700256348,0.86,-0.2886246299743652,0
binary,train,p227__p227_060_mic1,p227,allow,0.8592304289340973,0.5700000000000001,0.28923042893409723,1
binary,valid,p227__p227_009_mic1,p227,allow,0.8596248030662537,0.5700000000000001,0.2896248030662536,1
binary,valid,sp8152__Lab41-SRI-VOiCES-src-sp8152-ch258993-sg0042,sp8152,not_allow,0.2801265163968007,0.5700000000000001,-0.28987348360319937,0
binary,train,p227__p227_029_mic1,p227,allow,0.860400378704071,0.5700000000000001,0.290400378704071,1
binary,train,sp6544__Lab41-SRI-VOiCES-src-sp6544-ch071420-sg0012,sp6544,not_allow,0.27951789119591314,0.5700000000000001,-0.2904821088040869,0
binary,train,sp2289__Lab41-SRI-VOiCES-src-sp2289-ch152257-sg0001,sp2289,not_allow,0.27948247641324997,0.5700000000000001,-0.2905175235867501,0
prototype,train,p226__p226_059_mic1,p226,not_allow,0.5694683790206909,0.86,-0.29053162097930907,0
prototype,test,sp0403__Lab41-SRI-VOiCES-src-sp0403-ch000216-sg0010,sp0403,not_allow,0.5692945122718811,0.86,-0.2907054877281189,0
binary,train,p232__p232_012_mic1,p232,allow,0.8607966005802155,0.5700000000000001,0.2907966005802154,1
binary,train,p227__p227_034_mic1,p227,allow,0.8613877892494202,0.5700000000000001,0.2913877892494201,1
binary,test,p232__p232_022_mic1,p232,allow,0.8615534603595734,0.5700000000000001,0.2915534603595733,1
prototype,valid,sp8222__Lab41-SRI-VOiCES-src-sp8222-ch274378-sg0034,sp8222,not_allow,0.5673971772193909,0.86,-0.2926028227806091,0
binary,train,p232__p232_023_mic1,p232,allow,0.8628188570340475,0.5700000000000001,0.2928188570340474,1
binary,train,sp1898__Lab41-SRI-VOiCES-src-sp1898-ch145702-sg0011,sp1898,not_allow,0.2769118085503578,0.5700000000000001,-0.29308819144964227,0
binary,test,p228__p228_018_mic1,p228,allow,0.863100528717041,0.5700000000000001,0.29310052871704095,1
binary,train,sp2769__Lab41-SRI-VOiCES-src-sp2769-ch176263-sg0028,sp2769,not_allow,0.27671884776403505,0.5700000000000001,-0.293281152235965,0
prototype,train,p230__p230_014_mic1,p230,not_allow,0.5666922330856323,0.86,-0.29330776691436766,0
binary,train,p227__p227_082_mic1,p227,allow,0.8646299839019775,0.5700000000000001,0.2946299839019775,1
binary,test,sp2673__Lab41-SRI-VOiCES-src-sp2673-ch162129-sg0027,sp2673,not_allow,0.2751321516931057,0.5700000000000001,-0.2948678483068944,0
binary,train,p227__p227_008_mic1,p227,allow,0.8654988209406534,0.5700000000000001,0.2954988209406534,1
binary,valid,p228__p228_007_mic1,p228,allow,0.8662543892860413,0.5700000000000001,0.2962543892860412,1
binary,train,sp7445__Lab41-SRI-VOiCES-src-sp7445-ch094526-sg0027,sp7445,not_allow,0.27329812161624434,0.5700000000000001,-0.2967018783837557,0
prototype,train,sp3549__Lab41-SRI-VOiCES-src-sp3549-ch171171-sg0001,sp3549,not_allow,0.562515377998352,0.86,-0.29748462200164794,0
binary,valid,p231__p231_021_mic1,p231,allow,0.8688825368881226,0.5700000000000001,0.2988825368881225,1
binary,train,sp3645__Lab41-SRI-VOiCES-src-sp3645-ch077173-sg0025,sp3645,not_allow,0.27111234422773123,0.5700000000000001,-0.29888765577226883,0
binary,train,sp3549__Lab41-SRI-VOiCES-src-sp3549-ch171171-sg0001,sp3549,not_allow,0.27068031802773473,0.5700000000000001,-0.29931968197226533,0
prototype,train,p226__p226_168_mic1,p226,not_allow,0.5605525970458984,0.86,-0.29944740295410155,0
prototype,test,sp2673__Lab41-SRI-VOiCES-src-sp2673-ch162130-sg0010,sp2673,not_allow,0.5584484338760376,0.86,-0.3015515661239624,0
binary,train,p226__p226_092_mic1,p226,not_allow,0.267658531665802,0.5700000000000001,-0.30234146833419806,0
prototype,train,sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0023,sp0122,not_allow,0.5576107501983643,0.86,-0.30238924980163573,0
binary,train,p226__p226_096_mic1,p226,not_allow,0.267309308052063,0.5700000000000001,-0.3026906919479371,0
prototype,train,p226__p226_076_mic1,p226,not_allow,0.557216465473175,0.86,-0.30278353452682494,0
binary,train,p225__p225_294_mic1,p225,allow,0.873274564743042,0.5700000000000001,0.30327456474304193,1
binary,test,sp7981__Lab41-SRI-VOiCES-src-sp7981-ch112061-sg0025,sp7981,not_allow,0.2662727810442448,0.5700000000000001,-0.3037272189557553,0
binary,test,p227__p227_046_mic1,p227,allow,0.8747644424438477,0.5700000000000001,0.3047644424438476,1
prototype,test,sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027,sp0205,not_allow,0.555156946182251,0.86,-0.304843053817749,0
prototype,train,p226__p226_184_mic1,p226,not_allow,0.5549720525741577,0.86,-0.30502794742584227,0
binary,test,p225__p225_323_mic1,p225,allow,0.8754384517669678,0.5700000000000001,0.3054384517669677,1
binary,train,p228__p228_008_mic1,p228,allow,0.8754509091377258,0.5700000000000001,0.30545090913772577,1
binary,train,p228__p228_040_mic1,p228,allow,0.8755015730857849,0.5700000000000001,0.30550157308578485,1
binary,train,p225__p225_301_mic1,p225,allow,0.8767890334129333,0.5700000000000001,0.3067890334129333,1
binary,train,sp0699__Lab41-SRI-VOiCES-src-sp0699-ch132882-sg0030,sp0699,not_allow,0.26307177962735295,0.5700000000000001,-0.3069282203726471,0
prototype,train,sp7932__Lab41-SRI-VOiCES-src-sp7932-ch278228-sg0011,sp7932,not_allow,0.5529784560203552,0.86,-0.30702154397964476,0
binary,train,sp2093__Lab41-SRI-VOiCES-src-sp2093-ch143264-sg0036,sp2093,not_allow,0.26219160047670204,0.5700000000000001,-0.307808399523298,0
prototype,train,sp8266__Lab41-SRI-VOiCES-src-sp8266-ch258262-sg0001,sp8266,not_allow,0.5520549416542053,0.86,-0.30794505834579466,0
binary,test,sp2532__Lab41-SRI-VOiCES-src-sp2532-ch157475-sg0013,sp2532,not_allow,0.2614699957193807,0.5700000000000001,-0.3085300042806194,0
binary,valid,p232__p232_041_mic1,p232,allow,0.8796221613883972,0.5700000000000001,0.30962216138839715,1
binary,train,p232__p232_019_mic1,p232,allow,0.8812740743160248,0.5700000000000001,0.3112740743160247,1
binary,test,p232__p232_031_mic1,p232,allow,0.8816295266151428,0.5700000000000001,0.31162952661514276,1
binary,test,sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027,sp0205,not_allow,0.2583181858062744,0.5700000000000001,-0.31168181419372565,0
binary,test,p227__p227_089_mic1,p227,allow,0.8817955851554871,0.5700000000000001,0.311795585155487,1
binary,train,p225__p225_001_mic1,p225,allow,0.8819588422775269,0.5700000000000001,0.3119588422775268,1
binary,train,p226__p226_054_mic1,p226,not_allow,0.257997777312994,0.5700000000000001,-0.31200222268700606,0
binary,train,p231__p231_019_mic1,p231,allow,0.882042388121287,0.5700000000000001,0.31204238812128693,1
prototype,test,sp7881__Lab41-SRI-VOiCES-src-sp7881-ch105574-sg0015,sp7881,not_allow,0.5478882789611816,0.86,-0.31211172103881835,0
binary,train,p227__p227_083_mic1,p227,allow,0.8826922178268433,0.5700000000000001,0.3126922178268432,1
prototype,train,sp1160__Lab41-SRI-VOiCES-src-sp1160-ch139730-sg0001,sp1160,not_allow,0.5469865798950195,0.86,-0.31301342010498046,0
binary,train,sp1160__Lab41-SRI-VOiCES-src-sp1160-ch139730-sg0001,sp1160,not_allow,0.256678812392056,0.5700000000000001,-0.3133211876079441,0
binary,train,p226__p226_004_mic1,p226,not_allow,0.2558320462703705,0.5700000000000001,-0.3141679537296296,0
prototype,train,p226__p226_108_mic1,p226,not_allow,0.5454623103141785,0.86,-0.3145376896858215,0
prototype,test,sp7981__Lab41-SRI-VOiCES-src-sp7981-ch112061-sg0025,sp7981,not_allow,0.5450598001480103,0.86,-0.31494019985198973,0
binary,valid,p227__p227_010_mic1,p227,allow,0.8850676417350769,0.5700000000000001,0.31506764173507684,1
binary,train,p231__p231_066_mic1,p231,allow,0.885703444480896,0.5700000000000001,0.31570344448089593,1
prototype,train,sp4586__Lab41-SRI-VOiCES-src-sp4586-ch061776-sg0022,sp4586,not_allow,0.543883204460144,0.86,-0.31611679553985594,0
binary,train,sp5338__Lab41-SRI-VOiCES-src-sp5338-ch284437-sg0020,sp5338,not_allow,0.2538162178825587,0.5700000000000001,-0.31618378211744136,0
prototype,test,sp2137__Lab41-SRI-VOiCES-src-sp2137-ch155944-sg0014,sp2137,not_allow,0.5437148809432983,0.86,-0.31628511905670165,0
binary,test,p228__p228_055_mic1,p228,allow,0.8863986432552338,0.5700000000000001,0.3163986432552337,1
binary,train,p227__p227_062_mic1,p227,allow,0.8868502974510193,0.5700000000000001,0.3168502974510192,1
prototype,train,p226__p226_011_mic1,p226,not_allow,0.5429713726043701,0.86,-0.31702862739562987,0
binary,train,sp6788__Lab41-SRI-VOiCES-src-sp6788-ch111574-sg0011,sp6788,not_allow,0.25263246179868776,0.5700000000000001,-0.3173675382013123,0
binary,train,sp1607__Lab41-SRI-VOiCES-src-sp1607-ch134636-sg0034,sp1607,not_allow,0.2520328275083254,0.5700000000000001,-0.31796717249167467,0
binary,valid,sp0868__Lab41-SRI-VOiCES-src-sp0868-ch131296-sg0007,sp0868,not_allow,0.25198901429151493,0.5700000000000001,-0.3180109857084851,0
binary,train,p225__p225_365_mic1,p225,allow,0.8884731531143188,0.5700000000000001,0.3184731531143188,1
binary,train,sp5189__Lab41-SRI-VOiCES-src-sp5189-ch056574-sg0007,sp5189,not_allow,0.2513356376439333,0.5700000000000001,-0.31866436235606677,0
binary,train,sp1536__Lab41-SRI-VOiCES-src-sp1536-ch137608-sg0013,sp1536,not_allow,0.25120752304792404,0.5700000000000001,-0.318792476952076,0
prototype,train,p226__p226_071_mic1,p226,not_allow,0.5406231880187988,0.86,-0.31937681198120116,0
binary,train,p226__p226_028_mic1,p226,not_allow,0.2504602149128914,0.5700000000000001,-0.3195397850871087,0
binary,train,p226__p226_138_mic1,p226,not_allow,0.2499883472919464,0.5700000000000001,-0.32001165270805365,0
binary,train,sp5583__Lab41-SRI-VOiCES-src-sp5583-ch041259-sg0000,sp5583,not_allow,0.24953529921670756,0.5700000000000001,-0.3204647007832925,0
binary,valid,p228__p228_011_mic1,p228,allow,0.8905710379282633,0.5700000000000001,0.32057103792826325,1
binary,valid,sp4018__Lab41-SRI-VOiCES-src-sp4018-ch107338-sg0021,sp4018,not_allow,0.24834694899618626,0.5700000000000001,-0.3216530510038138,0
binary,train,p227__p227_020_mic1,p227,allow,0.8919262290000916,0.5700000000000001,0.3219262290000915,1
binary,test,p228__p228_004_mic1,p228,allow,0.8919737339019775,0.5700000000000001,0.3219737339019775,1
binary,test,sp5968__Lab41-SRI-VOiCES-src-sp5968-ch061356-sg0022,sp5968,not_allow,0.24767749849706888,0.5700000000000001,-0.3223225015029312,0
binary,train,p232__p232_006_mic1,p232,allow,0.8925875425338745,0.5700000000000001,0.32258754253387445,1
binary,train,p227__p227_051_mic1,p227,allow,0.8932300209999084,0.5700000000000001,0.3232300209999084,1
binary,train,p228__p228_023_mic1,p228,allow,0.8933792561292648,0.5700000000000001,0.32337925612926477,1
binary,test,p231__p231_071_mic1,p231,allow,0.8937917947769165,0.5700000000000001,0.32379179477691644,1
binary,train,p228__p228_001_mic1,p228,allow,0.8939945101737976,0.5700000000000001,0.32399451017379755,1
binary,test,sp0403__Lab41-SRI-VOiCES-src-sp0403-ch000216-sg0010,sp0403,not_allow,0.24594515115022658,0.5700000000000001,-0.3240548488497735,0
binary,test,sp0248__Lab41-SRI-VOiCES-src-sp0248-ch130644-sg0021,sp0248,not_allow,0.24562228505965322,0.5700000000000001,-0.32437771494034684,0
binary,valid,sp8222__Lab41-SRI-VOiCES-src-sp8222-ch274379-sg0006,sp8222,not_allow,0.24560853035654873,0.5700000000000001,-0.32439146964345134,0
binary,train,p232__p232_002_mic1,p232,allow,0.8947103023529053,0.5700000000000001,0.3247103023529052,1
binary,valid,p228__p228_015_mic1,p228,allow,0.8947247564792633,0.5700000000000001,0.32472475647926324,1
binary,train,p227__p227_068_mic1,p227,allow,0.8947511911392212,0.5700000000000001,0.32475119113922113,1
binary,train,p227__p227_067_mic1,p227,allow,0.8952931761741638,0.5700000000000001,0.32529317617416376,1
binary,train,p231__p231_033_mic1,p231,allow,0.8954581618309021,0.5700000000000001,0.32545816183090204,1
binary,valid,sp8222__Lab41-SRI-VOiCES-src-sp8222-ch274378-sg0034,sp8222,not_allow,0.24437585907677808,0.5700000000000001,-0.325624140923222,0
binary,valid,p232__p232_049_mic1,p232,allow,0.8962724208831787,0.5700000000000001,0.32627242088317865,1
prototype,train,sp8575__Lab41-SRI-VOiCES-src-sp8575-ch290349-sg0025,sp8575,not_allow,0.5336313843727112,0.86,-0.3263686156272888,0
binary,train,p225__p225_359_mic1,p225,allow,0.8964440822601318,0.5700000000000001,0.3264440822601318,1
binary,train,p226__p226_003_mic1,p226,not_allow,0.2434764914214611,0.5700000000000001,-0.32652350857853896,0
prototype,train,p226__p226_012_mic1,p226,not_allow,0.5330187082290649,0.86,-0.32698129177093505,0
binary,train,p231__p231_005_mic1,p231,allow,0.8973504304885864,0.5700000000000001,0.32735043048858636,1
prototype,train,p226__p226_003_mic1,p226,not_allow,0.5321252942085266,0.86,-0.3278747057914734,0
binary,train,p227__p227_006_mic1,p227,allow,0.8979703783988953,0.5700000000000001,0.3279703783988952,1
binary,test,p227__p227_081_mic1,p227,allow,0.8982959389686584,0.5700000000000001,0.3282959389686584,1
binary,test,sp4071__Lab41-SRI-VOiCES-src-sp4071-ch176278-sg0024,sp4071,not_allow,0.241332005088528,0.5700000000000001,-0.32866799491147203,0
binary,test,p227__p227_011_mic1,p227,allow,0.8988109230995178,0.5700000000000001,0.32881092309951776,1
