recording_id,speaker,label,class_name,split,audio_path,segment_index,segment_path,sr,segment_seconds,original_seconds,processed_seconds
sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0023,sp0122,0,not_allow,train,VOiCES_devkit\source-16k\sp0122\Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0023.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0122\sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0023__seg0003.wav,16000,3.0,16.77,16.448
sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0023,sp0122,0,not_allow,train,VOiCES_devkit\source-16k\sp0122\Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0023.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0122\sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0023__seg0004.wav,16000,3.0,16.77,16.448
sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0023,sp0122,0,not_allow,train,VOiCES_devkit\source-16k\sp0122\Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0023.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0122\sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0023__seg0005.wav,16000,3.0,16.77,16.448
sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025,sp0122,0,not_allow,train,VOiCES_devkit\source-16k\sp0122\Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0122\sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025__seg0000.wav,16000,3.0,16.475,16.032
sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025,sp0122,0,not_allow,train,VOiCES_devkit\source-16k\sp0122\Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0122\sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025__seg0001.wav,16000,3.0,16.475,16.032
sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025,sp0122,0,not_allow,train,VOiCES_devkit\source-16k\sp0122\Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0122\sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025__seg0002.wav,16000,3.0,16.475,16.032
sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025,sp0122,0,not_allow,train,VOiCES_devkit\source-16k\sp0122\Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0122\sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025__seg0003.wav,16000,3.0,16.475,16.032
sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025,sp0122,0,not_allow,train,VOiCES_devkit\source-16k\sp0122\Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0122\sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025__seg0004.wav,16000,3.0,16.475,16.032
sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025,sp0122,0,not_allow,train,VOiCES_devkit\source-16k\sp0122\Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0122\sp0122__Lab41-SRI-VOiCES-src-sp0122-ch121729-sg0025__seg0005.wav,16000,3.0,16.475,16.032
sp0150__Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001,sp0150,0,not_allow,train,VOiCES_devkit\source-16k\sp0150\Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0150\sp0150__Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001__seg0000.wav,16000,3.0,16.17,15.52
sp0150__Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001,sp0150,0,not_allow,train,VOiCES_devkit\source-16k\sp0150\Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0150\sp0150__Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001__seg0001.wav,16000,3.0,16.17,15.52
sp0150__Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001,sp0150,0,not_allow,train,VOiCES_devkit\source-16k\sp0150\Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0150\sp0150__Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001__seg0002.wav,16000,3.0,16.17,15.52
sp0150__Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001,sp0150,0,not_allow,train,VOiCES_devkit\source-16k\sp0150\Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0150\sp0150__Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001__seg0003.wav,16000,3.0,16.17,15.52
sp0150__Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001,sp0150,0,not_allow,train,VOiCES_devkit\source-16k\sp0150\Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0150\sp0150__Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001__seg0004.wav,16000,3.0,16.17,15.52
sp0150__Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001,sp0150,0,not_allow,train,VOiCES_devkit\source-16k\sp0150\Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0150\sp0150__Lab41-SRI-VOiCES-src-sp0150-ch126112-sg0001__seg0005.wav,16000,3.0,16.17,15.52
sp0150__Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018,sp0150,0,not_allow,train,VOiCES_devkit\source-16k\sp0150\Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0150\sp0150__Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018__seg0000.wav,16000,3.0,16.175,15.872
sp0150__Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018,sp0150,0,not_allow,train,VOiCES_devkit\source-16k\sp0150\Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0150\sp0150__Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018__seg0001.wav,16000,3.0,16.175,15.872
sp0150__Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018,sp0150,0,not_allow,train,VOiCES_devkit\source-16k\sp0150\Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0150\sp0150__Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018__seg0002.wav,16000,3.0,16.175,15.872
sp0150__Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018,sp0150,0,not_allow,train,VOiCES_devkit\source-16k\sp0150\Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0150\sp0150__Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018__seg0003.wav,16000,3.0,16.175,15.872
sp0150__Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018,sp0150,0,not_allow,train,VOiCES_devkit\source-16k\sp0150\Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0150\sp0150__Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018__seg0004.wav,16000,3.0,16.175,15.872
sp0150__Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018,sp0150,0,not_allow,train,VOiCES_devkit\source-16k\sp0150\Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0150\sp0150__Lab41-SRI-VOiCES-src-sp0150-ch132655-sg0018__seg0005.wav,16000,3.0,16.175,15.872
sp0166__Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020,sp0166,0,not_allow,train,VOiCES_devkit\source-16k\sp0166\Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0166\sp0166__Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020__seg0000.wav,16000,3.0,16.57,15.648
sp0166__Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020,sp0166,0,not_allow,train,VOiCES_devkit\source-16k\sp0166\Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0166\sp0166__Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020__seg0001.wav,16000,3.0,16.57,15.648
sp0166__Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020,sp0166,0,not_allow,train,VOiCES_devkit\source-16k\sp0166\Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0166\sp0166__Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020__seg0002.wav,16000,3.0,16.57,15.648
sp0166__Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020,sp0166,0,not_allow,train,VOiCES_devkit\source-16k\sp0166\Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0166\sp0166__Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020__seg0003.wav,16000,3.0,16.57,15.648
sp0166__Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020,sp0166,0,not_allow,train,VOiCES_devkit\source-16k\sp0166\Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0166\sp0166__Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020__seg0004.wav,16000,3.0,16.57,15.648
sp0166__Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020,sp0166,0,not_allow,train,VOiCES_devkit\source-16k\sp0166\Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0166\sp0166__Lab41-SRI-VOiCES-src-sp0166-ch000352-sg0020__seg0005.wav,16000,3.0,16.57,15.648
sp0166__Lab41-SRI-VOiCES-src-sp0166-ch126302-sg0013,sp0166,0,not_allow,train,VOiCES_devkit\source-16k\sp0166\Lab41-SRI-VOiCES-src-sp0166-ch126302-sg0013.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0166\sp0166__Lab41-SRI-VOiCES-src-sp0166-ch126302-sg0013__seg0000.wav,16000,3.0,14.905,14.496
sp0166__Lab41-SRI-VOiCES-src-sp0166-ch126302-sg0013,sp0166,0,not_allow,train,VOiCES_devkit\source-16k\sp0166\Lab41-SRI-VOiCES-src-sp0166-ch126302-sg0013.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0166\sp0166__Lab41-SRI-VOiCES-src-sp0166-ch126302-sg0013__seg0001.wav,16000,3.0,14.905,14.496
sp0166__Lab41-SRI-VOiCES-src-sp0166-ch126302-sg0013,sp0166,0,not_allow,train,VOiCES_devkit\source-16k\sp0166\Lab41-SRI-VOiCES-src-sp0166-ch126302-sg0013.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0166\sp0166__Lab41-SRI-VOiCES-src-sp0166-ch126302-sg0013__seg0002.wav,16000,3.0,14.905,14.496
sp0166__Lab41-SRI-VOiCES-src-sp0166-ch126302-sg0013,sp0166,0,not_allow,train,VOiCES_devkit\source-16k\sp0166\Lab41-SRI-VOiCES-src-sp0166-ch126302-sg0013.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0166\sp0166__Lab41-SRI-VOiCES-src-sp0166-ch126302-sg0013__seg0003.wav,16000,3.0,14.905,14.496
sp0166__Lab41-SRI-VOiCES-src-sp0166-ch126302-sg0013,sp0166,0,not_allow,train,VOiCES_devkit\source-16k\sp0166\Lab41-SRI-VOiCES-src-sp0166-ch126302-sg0013.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0166\sp0166__Lab41-SRI-VOiCES-src-sp0166-ch126302-sg0013__seg0004.wav,16000,3.0,14.905,14.496
sp0174__Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015,sp0174,0,not_allow,train,VOiCES_devkit\source-16k\sp0174\Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0174\sp0174__Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015__seg0000.wav,16000,3.0,16.76,15.68
sp0174__Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015,sp0174,0,not_allow,train,VOiCES_devkit\source-16k\sp0174\Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0174\sp0174__Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015__seg0001.wav,16000,3.0,16.76,15.68
sp0174__Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015,sp0174,0,not_allow,train,VOiCES_devkit\source-16k\sp0174\Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0174\sp0174__Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015__seg0002.wav,16000,3.0,16.76,15.68
sp0174__Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015,sp0174,0,not_allow,train,VOiCES_devkit\source-16k\sp0174\Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0174\sp0174__Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015__seg0003.wav,16000,3.0,16.76,15.68
sp0174__Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015,sp0174,0,not_allow,train,VOiCES_devkit\source-16k\sp0174\Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0174\sp0174__Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015__seg0004.wav,16000,3.0,16.76,15.68
sp0174__Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015,sp0174,0,not_allow,train,VOiCES_devkit\source-16k\sp0174\Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0174\sp0174__Lab41-SRI-VOiCES-src-sp0174-ch050561-sg0015__seg0005.wav,16000,3.0,16.76,15.68
sp0174__Lab41-SRI-VOiCES-src-sp0174-ch168635-sg0003,sp0174,0,not_allow,train,VOiCES_devkit\source-16k\sp0174\Lab41-SRI-VOiCES-src-sp0174-ch168635-sg0003.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0174\sp0174__Lab41-SRI-VOiCES-src-sp0174-ch168635-sg0003__seg0000.wav,16000,3.0,13.18,12.096
sp0174__Lab41-SRI-VOiCES-src-sp0174-ch168635-sg0003,sp0174,0,not_allow,train,VOiCES_devkit\source-16k\sp0174\Lab41-SRI-VOiCES-src-sp0174-ch168635-sg0003.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0174\sp0174__Lab41-SRI-VOiCES-src-sp0174-ch168635-sg0003__seg0001.wav,16000,3.0,13.18,12.096
sp0174__Lab41-SRI-VOiCES-src-sp0174-ch168635-sg0003,sp0174,0,not_allow,train,VOiCES_devkit\source-16k\sp0174\Lab41-SRI-VOiCES-src-sp0174-ch168635-sg0003.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0174\sp0174__Lab41-SRI-VOiCES-src-sp0174-ch168635-sg0003__seg0002.wav,16000,3.0,13.18,12.096
sp0174__Lab41-SRI-VOiCES-src-sp0174-ch168635-sg0003,sp0174,0,not_allow,train,VOiCES_devkit\source-16k\sp0174\Lab41-SRI-VOiCES-src-sp0174-ch168635-sg0003.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0174\sp0174__Lab41-SRI-VOiCES-src-sp0174-ch168635-sg0003__seg0003.wav,16000,3.0,13.18,12.096
sp0174__Lab41-SRI-VOiCES-src-sp0174-ch168635-sg0003,sp0174,0,not_allow,train,VOiCES_devkit\source-16k\sp0174\Lab41-SRI-VOiCES-src-sp0174-ch168635-sg0003.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0174\sp0174__Lab41-SRI-VOiCES-src-sp0174-ch168635-sg0003__seg0004.wav,16000,3.0,13.18,12.096
sp0175__Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007,sp0175,0,not_allow,train,VOiCES_devkit\source-16k\sp0175\Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0175\sp0175__Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007__seg0000.wav,16000,3.0,16.175,15.52
sp0175__Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007,sp0175,0,not_allow,train,VOiCES_devkit\source-16k\sp0175\Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0175\sp0175__Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007__seg0001.wav,16000,3.0,16.175,15.52
sp0175__Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007,sp0175,0,not_allow,train,VOiCES_devkit\source-16k\sp0175\Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0175\sp0175__Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007__seg0002.wav,16000,3.0,16.175,15.52
sp0175__Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007,sp0175,0,not_allow,train,VOiCES_devkit\source-16k\sp0175\Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0175\sp0175__Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007__seg0003.wav,16000,3.0,16.175,15.52
sp0175__Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007,sp0175,0,not_allow,train,VOiCES_devkit\source-16k\sp0175\Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0175\sp0175__Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007__seg0004.wav,16000,3.0,16.175,15.52
sp0175__Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007,sp0175,0,not_allow,train,VOiCES_devkit\source-16k\sp0175\Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0175\sp0175__Lab41-SRI-VOiCES-src-sp0175-ch127696-sg0007__seg0005.wav,16000,3.0,16.175,15.52
sp0175__Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019,sp0175,0,not_allow,train,VOiCES_devkit\source-16k\sp0175\Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0175\sp0175__Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019__seg0000.wav,16000,3.0,16.8,16.064
sp0175__Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019,sp0175,0,not_allow,train,VOiCES_devkit\source-16k\sp0175\Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0175\sp0175__Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019__seg0001.wav,16000,3.0,16.8,16.064
sp0175__Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019,sp0175,0,not_allow,train,VOiCES_devkit\source-16k\sp0175\Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0175\sp0175__Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019__seg0002.wav,16000,3.0,16.8,16.064
sp0175__Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019,sp0175,0,not_allow,train,VOiCES_devkit\source-16k\sp0175\Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0175\sp0175__Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019__seg0003.wav,16000,3.0,16.8,16.064
sp0175__Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019,sp0175,0,not_allow,train,VOiCES_devkit\source-16k\sp0175\Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0175\sp0175__Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019__seg0004.wav,16000,3.0,16.8,16.064
sp0175__Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019,sp0175,0,not_allow,train,VOiCES_devkit\source-16k\sp0175\Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0175\sp0175__Lab41-SRI-VOiCES-src-sp0175-ch129587-sg0019__seg0005.wav,16000,3.0,16.8,16.064
sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017,sp0176,0,not_allow,train,VOiCES_devkit\source-16k\sp0176\Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0176\sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017__seg0000.wav,16000,3.0,16.125,15.36
sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017,sp0176,0,not_allow,train,VOiCES_devkit\source-16k\sp0176\Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0176\sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017__seg0001.wav,16000,3.0,16.125,15.36
sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017,sp0176,0,not_allow,train,VOiCES_devkit\source-16k\sp0176\Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0176\sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017__seg0002.wav,16000,3.0,16.125,15.36
sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017,sp0176,0,not_allow,train,VOiCES_devkit\source-16k\sp0176\Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0176\sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017__seg0003.wav,16000,3.0,16.125,15.36
sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017,sp0176,0,not_allow,train,VOiCES_devkit\source-16k\sp0176\Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0176\sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017__seg0004.wav,16000,3.0,16.125,15.36
sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017,sp0176,0,not_allow,train,VOiCES_devkit\source-16k\sp0176\Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0176\sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0017__seg0005.wav,16000,3.0,16.125,15.36
sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0019,sp0176,0,not_allow,train,VOiCES_devkit\source-16k\sp0176\Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0019.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0176\sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0019__seg0000.wav,16000,3.0,15.76,15.328
sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0019,sp0176,0,not_allow,train,VOiCES_devkit\source-16k\sp0176\Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0019.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0176\sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0019__seg0001.wav,16000,3.0,15.76,15.328
sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0019,sp0176,0,not_allow,train,VOiCES_devkit\source-16k\sp0176\Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0019.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0176\sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0019__seg0002.wav,16000,3.0,15.76,15.328
sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0019,sp0176,0,not_allow,train,VOiCES_devkit\source-16k\sp0176\Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0019.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\train\not_allow\sp0176\sp0176__Lab41-SRI-VOiCES-src-sp0176-ch123271-sg0019__seg0003.wav,16000,3.0,15.76,15.328
